Fecha,ID_Producto,Producto,Categoria,ID_Cliente,Cliente,Cantidad,Precio_Unitario,Region,Canal,Factura_ID
2025-01-08 00:00:00,P004,Campera Rompeviento,Indumentaria,C008,TodoDeporte,2,210.0,Mendoza,Mayorista,F262846
2025-06-29 00:00:00,P007,Buzo Deportivo,Indumentaria,C006,UrbanFit,19,150.0,Chaco,Tienda,F235659
2023-10-12 00:00:00,P009,Mochila Gym,Accesorios,C010,Running World,20,180.0,Cordoba,Mayorista,F526508
2025-08-02 00:00:00,P005,Medias Tecnicas,Indumentaria,C002,Indumentaria Norte,1,25.0,Corrientes,Tienda,F596175
2025-12-04 00:00:00,P005,Medias Tecnicas,Indumentaria,C002,Indumentaria Norte,15,25.0,Chaco,Mayorista,F615900
2023-08-01 00:00:00,P010,Guantes Invierno,Accesorios,C007,Fitness Pro,13,70.0,Entre Rios,Mayorista,F349952
2025-12-14 00:00:00,P003,Short Entrenamiento,Indumentaria,C008,TodoDeporte,2,60.0,Entre Rios,Tienda,F223538
2023-05-30 00:00:00,P010,Guantes Invierno,Accesorios,C003,Outlet Sur,11,70.0,Cordoba,Tienda,F386420
2023-03-23 00:00:00,P009,Mochila Gym,Accesorios,C005,MegaSports,11,180.0,Mendoza,Mayorista,F471075
2023-11-13 00:00:00,P001,Zapatillas Running,Calzado,C002,Indumentaria Norte,5,120.5,Neuquen,Mayorista,F722395
2023-04-29 00:00:00,P006,Gorra Visera,Accesorios,C005,MegaSports,6,35.0,Santa Fe,Tienda,F684758
2024-03-10 00:00:00,P008,Botines Futbol,Calzado,C003,Outlet Sur,7,250.0,Buenos Aires,Online,F852496
2023-08-16 00:00:00,P009,Mochila Gym,Accesorios,C005,MegaSports,17,180.0,Corrientes,Tienda,F724795
2025-01-14 00:00:00,P001,Zapatillas Running,Calzado,C004,Tiendas Centro,13,120.5,Corrientes,Online,F220777
2025-06-09 00:00:00,P009,Mochila Gym,Accesorios,C009,ZonaActiva,14,180.0,Tucuman,Online,F820498
2023-12-02 00:00:00,P008,Botines Futbol,Calzado,C001,Deportes SA,2,250.0,Mendoza,Mayorista,F529545
2024-08-20 00:00:00,P006,Gorra Visera,Accesorios,C005,MegaSports,7,35.0,Entre Rios,Online,F280755
2023-06-10 00:00:00,P004,Campera Rompeviento,Indumentaria,C007,Fitness Pro,11,210.0,Santa Fe,Online,F277123
2025-09-22 00:00:00,P002,Remera Deportiva,Indumentaria,C001,Deportes SA,3,45.0,Neuquen,Tienda,F708026
2025-04-16 00:00:00,P009,Mochila Gym,Accesorios,C007,Fitness Pro,10,180.0,Tucuman,Tienda,F993668
2024-06-09 00:00:00,P008,Botines Futbol,Calzado,C002,Indumentaria Norte,13,250.0,Entre Rios,Mayorista,F721065
2024-10-04 00:00:00,P008,Botines Futbol,Calzado,C010,Running World,18,250.0,Buenos Aires,Tienda,F569438
2025-04-25 00:00:00,P010,Guantes Invierno,Accesorios,C009,ZonaActiva,12,70.0,Neuquen,Tienda,F333031
2023-04-08 00:00:00,P004,Campera Rompeviento,Indumentaria,C007,Fitness Pro,11,210.0,Santa Fe,Mayorista,F474088
2024-09-05 00:00:00,P010,Guantes Invierno,Accesorios,C007,Fitness Pro,14,70.0,Neuquen,Mayorista,F851389
2023-01-31 00:00:00,P010,Guantes Invierno,Accesorios,C009,ZonaActiva,15,70.0,Entre Rios,Tienda,F776513
2023-02-02 00:00:00,P009,Mochila Gym,Accesorios,C010,Running World,13,180.0,Neuquen,Tienda,F857622
2024-08-17 00:00:00,P003,Short Entrenamiento,Indumentaria,C001,Deportes SA,4,60.0,Chaco,Tienda,F309755
2025-04-15 00:00:00,P010,Guantes Invierno,Accesorios,C007,Fitness Pro,17,70.0,Entre Rios,Tienda,F696466
2023-09-04 00:00:00,P005,Medias Tecnicas,Indumentaria,C010,Running World,5,25.0,Mendoza,Mayorista,F706471
2023-02-04 00:00:00,P001,Zapatillas Running,Calzado,C003,Outlet Sur,5,120.5,Buenos Aires,Online,F453922
2025-01-25 00:00:00,P007,Buzo Deportivo,Indumentaria,C005,MegaSports,11,150.0,Mendoza,Tienda,F444483
2024-06-05 00:00:00,P006,Gorra Visera,Accesorios,C006,UrbanFit,10,35.0,Buenos Aires,Tienda,F675236
2023-09-30 00:00:00,P007,Buzo Deportivo,Indumentaria,C001,Deportes SA,20,150.0,Mendoza,Online,F826909
2023-06-13 00:00:00,P001,Zapatillas Running,Calzado,C005,MegaSports,3,120.5,Santa Fe,Online,F677824
2023-10-09 00:00:00,P007,Buzo Deportivo,Indumentaria,C001,Deportes SA,19,150.0,Tucuman,Online,F687393
2023-02-27 00:00:00,P010,Guantes Invierno,Accesorios,C007,Fitness Pro,10,70.0,Entre Rios,Mayorista,F635049
2024-04-24 00:00:00,P001,Zapatillas Running,Calzado,C009,ZonaActiva,12,120.5,Mendoza,Tienda,F939816
2024-02-09 00:00:00,P009,Mochila Gym,Accesorios,C008,TodoDeporte,9,180.0,Chaco,Online,F688314
2023-07-07 00:00:00,P005,Medias Tecnicas,Indumentaria,C010,Running World,15,25.0,Santa Fe,Online,F544003
2024-06-09 00:00:00,P009,Mochila Gym,Accesorios,C009,ZonaActiva,16,180.0,Corrientes,Mayorista,F401167
2023-08-04 00:00:00,P008,Botines Futbol,Calzado,C003,Outlet Sur,12,250.0,Neuquen,Mayorista,F920593
2024-12-02 00:00:00,P003,Short Entrenamiento,Indumentaria,C010,Running World,1,60.0,Santa Fe,Mayorista,F206698
2024-11-23 00:00:00,P001,Zapatillas Running,Calzado,C001,Deportes SA,2,120.5,Santa Fe,Tienda,F416884
2023-01-02 00:00:00,P008,Botines Futbol,Calzado,C006,UrbanFit,13,250.0,Cordoba,Mayorista,F631306
2024-08-07 00:00:00,P001,Zapatillas Running,Calzado,C002,Indumentaria Norte,6,120.5,Buenos Aires,Tienda,F242734
2024-04-04 00:00:00,P002,Remera Deportiva,Indumentaria,C003,Outlet Sur,6,45.0,Santa Fe,Tienda,F619047
2024-05-20 00:00:00,P004,Campera Rompeviento,Indumentaria,C005,MegaSports,5,210.0,Neuquen,Tienda,F380941
2024-06-21 00:00:00,P004,Campera Rompeviento,Indumentaria,C009,ZonaActiva,2,210.0,Tucuman,Tienda,F282563
2024-07-29 00:00:00,P008,Botines Futbol,Calzado,C003,Outlet Sur,2,250.0,Chaco,Mayorista,F884788
2023-07-01 00:00:00,P001,Zapatillas Running,Calzado,C007,Fitness Pro,6,120.5,Buenos Aires,Online,F440466
2023-05-18 00:00:00,P008,Botines Futbol,Calzado,C001,Deportes SA,7,250.0,Mendoza,Online,F143687
2023-12-02 00:00:00,P002,Remera Deportiva,Indumentaria,C003,Outlet Sur,10,45.0,Salta,Tienda,F256607
2025-01-21 00:00:00,P008,Botines Futbol,Calzado,C001,Deportes SA,1,250.0,Cordoba,Online,F214986
2023-02-23 00:00:00,P001,Zapatillas Running,Calzado,C003,Outlet Sur,5,120.5,Neuquen,Mayorista,F143917
2023-03-02 00:00:00,P003,Short Entrenamiento,Indumentaria,C003,Outlet Sur,2,60.0,Chaco,Online,F107093
2023-09-08 00:00:00,P001,Zapatillas Running,Calzado,C009,ZonaActiva,17,120.5,Salta,Mayorista,F457927
2024-05-22 00:00:00,P010,Guantes Invierno,Accesorios,C009,ZonaActiva,6,70.0,Neuquen,Mayorista,F281007
2025-02-25 00:00:00,P009,Mochila Gym,Accesorios,C005,MegaSports,6,180.0,Neuquen,Tienda,F372091
2024-09-04 00:00:00,P002,Remera Deportiva,Indumentaria,C006,UrbanFit,11,45.0,Chaco,Online,F140322
2024-03-24 00:00:00,P002,Remera Deportiva,Indumentaria,C001,Deportes SA,16,45.0,Entre Rios,Mayorista,F526835
2023-08-24 00:00:00,P010,Guantes Invierno,Accesorios,C009,ZonaActiva,13,70.0,Tucuman,Mayorista,F705945
2023-05-06 00:00:00,P009,Mochila Gym,Accesorios,C002,Indumentaria Norte,1,180.0,Buenos Aires,Tienda,F977998
2024-12-04 00:00:00,P006,Gorra Visera,Accesorios,C003,Outlet Sur,4,35.0,Mendoza,Tienda,F843120
2024-04-28 00:00:00,P002,Remera Deportiva,Indumentaria,C001,Deportes SA,20,45.0,Mendoza,Online,F547003
2024-03-15 00:00:00,P001,Zapatillas Running,Calzado,C006,UrbanFit,14,120.5,Mendoza,Online,F115697
2023-08-16 00:00:00,P008,Botines Futbol,Calzado,C003,Outlet Sur,19,250.0,Mendoza,Mayorista,F173217
2024-08-10 00:00:00,P009,Mochila Gym,Accesorios,C008,TodoDeporte,8,180.0,Chaco,Tienda,F677650
2023-11-29 00:00:00,P008,Botines Futbol,Calzado,C004,Tiendas Centro,15,250.0,Chaco,Tienda,F632378
2024-01-05 00:00:00,P001,Zapatillas Running,Calzado,C006,UrbanFit,12,120.5,Cordoba,Tienda,F361280
2025-04-22 00:00:00,P009,Mochila Gym,Accesorios,C002,Indumentaria Norte,13,180.0,Salta,Online,F773539
2024-06-06 00:00:00,P004,Campera Rompeviento,Indumentaria,C007,Fitness Pro,9,210.0,Tucuman,Online,F455922
2024-12-23 00:00:00,P007,Buzo Deportivo,Indumentaria,C009,ZonaActiva,11,150.0,Tucuman,Tienda,F115871
2023-06-04 00:00:00,P006,Gorra Visera,Accesorios,C003,Outlet Sur,17,35.0,Neuquen,Mayorista,F579069
2023-12-17 00:00:00,P009,Mochila Gym,Accesorios,C002,Indumentaria Norte,5,180.0,Neuquen,Tienda,F720002
2025-09-05 00:00:00,P008,Botines Futbol,Calzado,C005,MegaSports,16,250.0,Buenos Aires,Tienda,F577858
2025-04-18 00:00:00,P006,Gorra Visera,Accesorios,C007,Fitness Pro,17,35.0,Tucuman,Mayorista,F821194
2025-07-09 00:00:00,P001,Zapatillas Running,Calzado,C001,Deportes SA,9,120.5,Corrientes,Tienda,F734061
2024-01-23 00:00:00,P009,Mochila Gym,Accesorios,C008,TodoDeporte,11,180.0,Tucuman,Tienda,F785154
2023-12-20 00:00:00,P010,Guantes Invierno,Accesorios,C003,Outlet Sur,10,70.0,Entre Rios,Tienda,F458000
2023-10-20 00:00:00,P001,Zapatillas Running,Calzado,C005,MegaSports,20,120.5,Salta,Mayorista,F233008
2024-04-22 00:00:00,P004,Campera Rompeviento,Indumentaria,C006,UrbanFit,12,210.0,Chaco,Online,F738067
2023-10-23 00:00:00,P010,Guantes Invierno,Accesorios,C003,Outlet Sur,6,70.0,Neuquen,Mayorista,F634435
2024-06-28 00:00:00,P002,Remera Deportiva,Indumentaria,C009,ZonaActiva,17,45.0,Entre Rios,Tienda,F143781
2024-09-20 00:00:00,P002,Remera Deportiva,Indumentaria,C001,Deportes SA,5,45.0,Buenos Aires,Mayorista,F132910
2023-03-29 00:00:00,P004,Campera Rompeviento,Indumentaria,C005,MegaSports,20,210.0,Neuquen,Mayorista,F452451
2024-05-12 00:00:00,P007,Buzo Deportivo,Indumentaria,C004,Tiendas Centro,20,150.0,Chaco,Online,F155858
2024-10-14 00:00:00,P006,Gorra Visera,Accesorios,C006,UrbanFit,11,35.0,Salta,Mayorista,F663086
2023-04-26 00:00:00,P007,Buzo Deportivo,Indumentaria,C003,Outlet Sur,14,150.0,Neuquen,Tienda,F637163
2025-08-31 00:00:00,P002,Remera Deportiva,Indumentaria,C009,ZonaActiva,20,45.0,Tucuman,Tienda,F550024
2024-01-30 00:00:00,P001,Zapatillas Running,Calzado,C002,Indumentaria Norte,8,120.5,Cordoba,Tienda,F673855
2025-08-28 00:00:00,P010,Guantes Invierno,Accesorios,C004,Tiendas Centro,19,70.0,Mendoza,Mayorista,F910926
2023-10-09 00:00:00,P006,Gorra Visera,Accesorios,C009,ZonaActiva,5,35.0,Mendoza,Tienda,F469997
2024-08-25 00:00:00,P004,Campera Rompeviento,Indumentaria,C003,Outlet Sur,15,210.0,Cordoba,Online,F752284
2025-09-28 00:00:00,P003,Short Entrenamiento,Indumentaria,C003,Outlet Sur,7,60.0,Tucuman,Tienda,F418350
2025-07-05 00:00:00,P010,Guantes Invierno,Accesorios,C001,Deportes SA,9,70.0,Santa Fe,Online,F909613
2025-11-04 00:00:00,P004,Campera Rompeviento,Indumentaria,C002,Indumentaria Norte,6,210.0,Mendoza,Mayorista,F817832
2025-05-06 00:00:00,P010,Guantes Invierno,Accesorios,C004,Tiendas Centro,8,70.0,Cordoba,Online,F369571
2025-11-15 00:00:00,P005,Medias Tecnicas,Indumentaria,C009,ZonaActiva,2,25.0,Cordoba,Online,F461146
2024-12-08 00:00:00,P003,Short Entrenamiento,Indumentaria,C001,Deportes SA,10,60.0,Neuquen,Mayorista,F138650
2023-06-19 00:00:00,P004,Campera Rompeviento,Indumentaria,C006,UrbanFit,2,210.0,Chaco,Tienda,F435591
2025-02-24 00:00:00,P010,Guantes Invierno,Accesorios,C004,Tiendas Centro,13,70.0,Entre Rios,Online,F924261
2023-12-19 00:00:00,P002,Remera Deportiva,Indumentaria,C002,Indumentaria Norte,8,45.0,Chaco,Online,F715737
2025-01-21 00:00:00,P010,Guantes Invierno,Accesorios,C010,Running World,9,70.0,Santa Fe,Tienda,F516885
2023-12-22 00:00:00,P002,Remera Deportiva,Indumentaria,C003,Outlet Sur,20,45.0,Entre Rios,Tienda,F547464
2024-06-02 00:00:00,P005,Medias Tecnicas,Indumentaria,C007,Fitness Pro,4,25.0,Mendoza,Online,F379292
2025-11-04 00:00:00,P008,Botines Futbol,Calzado,C009,ZonaActiva,12,250.0,Corrientes,Mayorista,F760837
2023-02-25 00:00:00,P009,Mochila Gym,Accesorios,C009,ZonaActiva,19,180.0,Entre Rios,Online,F450185
2025-10-02 00:00:00,P006,Gorra Visera,Accesorios,C008,TodoDeporte,11,35.0,Chaco,Mayorista,F957338
2024-03-18 00:00:00,P005,Medias Tecnicas,Indumentaria,C010,Running World,11,25.0,Mendoza,Mayorista,F250824
2025-11-15 00:00:00,P005,Medias Tecnicas,Indumentaria,C008,TodoDeporte,14,25.0,Tucuman,Tienda,F907047
2024-06-13 00:00:00,P006,Gorra Visera,Accesorios,C002,Indumentaria Norte,2,35.0,Chaco,Tienda,F216402
2024-05-05 00:00:00,P004,Campera Rompeviento,Indumentaria,C010,Running World,8,210.0,Salta,Online,F406786
2023-04-27 00:00:00,P004,Campera Rompeviento,Indumentaria,C005,MegaSports,4,210.0,Santa Fe,Mayorista,F654817
2024-07-23 00:00:00,P004,Campera Rompeviento,Indumentaria,C010,Running World,2,210.0,Mendoza,Online,F283199
2025-02-02 00:00:00,P004,Campera Rompeviento,Indumentaria,C007,Fitness Pro,13,210.0,Neuquen,Mayorista,F792014
2024-05-30 00:00:00,P002,Remera Deportiva,Indumentaria,C002,Indumentaria Norte,14,45.0,Corrientes,Mayorista,F392725
2025-06-10 00:00:00,P002,Remera Deportiva,Indumentaria,C006,UrbanFit,13,45.0,Tucuman,Online,F631607
2024-09-10 00:00:00,P008,Botines Futbol,Calzado,C003,Outlet Sur,20,250.0,Santa Fe,Online,F866457
2023-10-09 00:00:00,P002,Remera Deportiva,Indumentaria,C001,Deportes SA,12,45.0,Cordoba,Tienda,F631612
2023-08-19 00:00:00,P004,Campera Rompeviento,Indumentaria,C009,ZonaActiva,19,210.0,Santa Fe,Tienda,F296943
2025-11-30 00:00:00,P008,Botines Futbol,Calzado,C007,Fitness Pro,9,250.0,Corrientes,Mayorista,F945036
2025-03-02 00:00:00,P009,Mochila Gym,Accesorios,C001,Deportes SA,6,180.0,Cordoba,Tienda,F384147
2024-08-03 00:00:00,P009,Mochila Gym,Accesorios,C008,TodoDeporte,12,180.0,Santa Fe,Online,F818298
2025-06-18 00:00:00,P002,Remera Deportiva,Indumentaria,C008,TodoDeporte,15,45.0,Neuquen,Online,F190090
2024-10-20 00:00:00,P002,Remera Deportiva,Indumentaria,C007,Fitness Pro,5,45.0,Santa Fe,Mayorista,F595394
2025-02-19 00:00:00,P003,Short Entrenamiento,Indumentaria,C002,Indumentaria Norte,13,60.0,Salta,Mayorista,F829815
2023-06-03 00:00:00,P010,Guantes Invierno,Accesorios,C006,UrbanFit,13,70.0,Entre Rios,Tienda,F420866
2023-08-29 00:00:00,P007,Buzo Deportivo,Indumentaria,C009,ZonaActiva,13,150.0,Chaco,Tienda,F507089
2025-01-18 00:00:00,P004,Campera Rompeviento,Indumentaria,C003,Outlet Sur,13,210.0,Buenos Aires,Mayorista,F352550
2023-02-09 00:00:00,P010,Guantes Invierno,Accesorios,C010,Running World,19,70.0,Chaco,Online,F460287
2023-08-26 00:00:00,P008,Botines Futbol,Calzado,C001,Deportes SA,13,250.0,Entre Rios,Online,F984101
2023-02-16 00:00:00,P007,Buzo Deportivo,Indumentaria,C007,Fitness Pro,1,150.0,Corrientes,Mayorista,F117093
2025-05-06 00:00:00,P006,Gorra Visera,Accesorios,C007,Fitness Pro,4,35.0,Neuquen,Tienda,F790651
2024-12-18 00:00:00,P004,Campera Rompeviento,Indumentaria,C004,Tiendas Centro,3,210.0,Corrientes,Mayorista,F190306
2024-09-17 00:00:00,P006,Gorra Visera,Accesorios,C008,TodoDeporte,18,35.0,Buenos Aires,Tienda,F948000
2023-06-22 00:00:00,P001,Zapatillas Running,Calzado,C009,ZonaActiva,16,120.5,Tucuman,Tienda,F454441
2025-04-15 00:00:00,P009,Mochila Gym,Accesorios,C009,ZonaActiva,10,180.0,Buenos Aires,Mayorista,F387349
2023-05-16 00:00:00,P004,Campera Rompeviento,Indumentaria,C003,Outlet Sur,1,210.0,Entre Rios,Tienda,F797041
2025-11-19 00:00:00,P004,Campera Rompeviento,Indumentaria,C008,TodoDeporte,2,210.0,Tucuman,Tienda,F148622
2024-06-08 00:00:00,P002,Remera Deportiva,Indumentaria,C008,TodoDeporte,3,45.0,Cordoba,Mayorista,F442988
2023-10-24 00:00:00,P003,Short Entrenamiento,Indumentaria,C008,TodoDeporte,17,60.0,Neuquen,Tienda,F966682
2024-12-01 00:00:00,P006,Gorra Visera,Accesorios,C001,Deportes SA,4,35.0,Chaco,Mayorista,F474508
2025-04-12 00:00:00,P010,Guantes Invierno,Accesorios,C002,Indumentaria Norte,7,70.0,Corrientes,Online,F255105
2023-08-07 00:00:00,P010,Guantes Invierno,Accesorios,C009,ZonaActiva,8,70.0,Cordoba,Mayorista,F518842
2024-09-16 00:00:00,P009,Mochila Gym,Accesorios,C008,TodoDeporte,12,180.0,Entre Rios,Tienda,F354639
2024-09-21 00:00:00,P009,Mochila Gym,Accesorios,C007,Fitness Pro,11,180.0,Mendoza,Tienda,F489314
2024-06-28 00:00:00,P006,Gorra Visera,Accesorios,C005,MegaSports,5,35.0,Tucuman,Online,F222043
2025-05-15 00:00:00,P008,Botines Futbol,Calzado,C006,UrbanFit,2,250.0,Entre Rios,Tienda,F568898
2023-05-18 00:00:00,P003,Short Entrenamiento,Indumentaria,C001,Deportes SA,10,60.0,Salta,Tienda,F545568
2023-02-03 00:00:00,P007,Buzo Deportivo,Indumentaria,C009,ZonaActiva,20,150.0,Salta,Mayorista,F695433
2024-05-21 00:00:00,P005,Medias Tecnicas,Indumentaria,C008,TodoDeporte,14,25.0,Neuquen,Online,F766801
2024-03-16 00:00:00,P002,Remera Deportiva,Indumentaria,C004,Tiendas Centro,15,45.0,Chaco,Mayorista,F971887
2024-01-20 00:00:00,P006,Gorra Visera,Accesorios,C005,MegaSports,13,35.0,Buenos Aires,Mayorista,F401031
2024-02-18 00:00:00,P001,Zapatillas Running,Calzado,C004,Tiendas Centro,14,120.5,Salta,Mayorista,F131003
2023-10-02 00:00:00,P005,Medias Tecnicas,Indumentaria,C002,Indumentaria Norte,6,25.0,Corrientes,Online,F702828
2025-08-11 00:00:00,P004,Campera Rompeviento,Indumentaria,C009,ZonaActiva,7,210.0,Tucuman,Mayorista,F816056
2023-10-18 00:00:00,P003,Short Entrenamiento,Indumentaria,C004,Tiendas Centro,1,60.0,Neuquen,Online,F551747
2024-10-31 00:00:00,P008,Botines Futbol,Calzado,C003,Outlet Sur,19,250.0,Tucuman,Mayorista,F517901
2024-04-12 00:00:00,P001,Zapatillas Running,Calzado,C008,TodoDeporte,19,120.5,Cordoba,Online,F499657
2025-11-17 00:00:00,P002,Remera Deportiva,Indumentaria,C008,TodoDeporte,13,45.0,Neuquen,Mayorista,F890363
2023-03-21 00:00:00,P004,Campera Rompeviento,Indumentaria,C005,MegaSports,2,210.0,Buenos Aires,Tienda,F179040
2024-08-03 00:00:00,P010,Guantes Invierno,Accesorios,C008,TodoDeporte,5,70.0,Entre Rios,Online,F631616
2023-03-19 00:00:00,P001,Zapatillas Running,Calzado,C004,Tiendas Centro,7,120.5,Corrientes,Tienda,F938973
2023-12-19 00:00:00,P001,Zapatillas Running,Calzado,C002,Indumentaria Norte,15,120.5,Entre Rios,Mayorista,F455558
2024-06-10 00:00:00,P010,Guantes Invierno,Accesorios,C009,ZonaActiva,10,70.0,Entre Rios,Tienda,F259244
2025-08-07 00:00:00,P010,Guantes Invierno,Accesorios,C010,Running World,2,70.0,Chaco,Mayorista,F488618
2024-06-25 00:00:00,P001,Zapatillas Running,Calzado,C008,TodoDeporte,17,120.5,Chaco,Tienda,F212909
2023-09-13 00:00:00,P010,Guantes Invierno,Accesorios,C008,TodoDeporte,20,70.0,Mendoza,Tienda,F558942
2025-02-11 00:00:00,P004,Campera Rompeviento,Indumentaria,C008,TodoDeporte,4,210.0,Entre Rios,Mayorista,F879366
2024-02-18 00:00:00,P005,Medias Tecnicas,Indumentaria,C010,Running World,10,25.0,Chaco,Mayorista,F169208
2024-07-29 00:00:00,P002,Remera Deportiva,Indumentaria,C001,Deportes SA,16,45.0,Tucuman,Tienda,F227362
2023-06-09 00:00:00,P009,Mochila Gym,Accesorios,C006,UrbanFit,7,180.0,Cordoba,Online,F116074
2023-01-10 00:00:00,P004,Campera Rompeviento,Indumentaria,C004,Tiendas Centro,19,210.0,Chaco,Tienda,F769543
2025-08-10 00:00:00,P006,Gorra Visera,Accesorios,C008,TodoDeporte,1,35.0,Buenos Aires,Online,F358823
2024-04-09 00:00:00,P005,Medias Tecnicas,Indumentaria,C003,Outlet Sur,18,25.0,Cordoba,Tienda,F529351
2024-06-05 00:00:00,P006,Gorra Visera,Accesorios,C008,TodoDeporte,16,35.0,Neuquen,Tienda,F554214
2025-10-10 00:00:00,P005,Medias Tecnicas,Indumentaria,C005,MegaSports,5,25.0,Corrientes,Online,F684186
2024-04-18 00:00:00,P007,Buzo Deportivo,Indumentaria,C005,MegaSports,5,150.0,Corrientes,Tienda,F539284
2025-02-14 00:00:00,P009,Mochila Gym,Accesorios,C002,Indumentaria Norte,17,180.0,Cordoba,Mayorista,F586870
2025-07-30 00:00:00,P006,Gorra Visera,Accesorios,C005,MegaSports,15,35.0,Cordoba,Tienda,F642907
2023-02-10 00:00:00,P002,Remera Deportiva,Indumentaria,C007,Fitness Pro,2,45.0,Mendoza,Online,F736155
2023-03-06 00:00:00,P003,Short Entrenamiento,Indumentaria,C002,Indumentaria Norte,10,60.0,Corrientes,Tienda,F956863
2025-09-26 00:00:00,P004,Campera Rompeviento,Indumentaria,C008,TodoDeporte,13,210.0,Buenos Aires,Online,F435436
2023-08-11 00:00:00,P005,Medias Tecnicas,Indumentaria,C009,ZonaActiva,16,25.0,Chaco,Tienda,F393305
2024-11-04 00:00:00,P010,Guantes Invierno,Accesorios,C002,Indumentaria Norte,4,70.0,Corrientes,Mayorista,F997303
2025-01-06 00:00:00,P010,Guantes Invierno,Accesorios,C006,UrbanFit,15,70.0,Entre Rios,Tienda,F280564
2023-11-09 00:00:00,P006,Gorra Visera,Accesorios,C006,UrbanFit,19,35.0,Buenos Aires,Online,F867370
2024-07-16 00:00:00,P009,Mochila Gym,Accesorios,C003,Outlet Sur,8,180.0,Cordoba,Tienda,F731366
2024-12-16 00:00:00,P002,Remera Deportiva,Indumentaria,C003,Outlet Sur,11,45.0,Neuquen,Tienda,F553117
2024-05-18 00:00:00,P006,Gorra Visera,Accesorios,C002,Indumentaria Norte,20,35.0,Entre Rios,Tienda,F454634
2024-04-30 00:00:00,P001,Zapatillas Running,Calzado,C001,Deportes SA,6,120.5,Corrientes,Online,F446631
2025-05-10 00:00:00,P001,Zapatillas Running,Calzado,C004,Tiendas Centro,15,120.5,Buenos Aires,Mayorista,F314204
2025-12-07 00:00:00,P010,Guantes Invierno,Accesorios,C007,Fitness Pro,19,70.0,Neuquen,Tienda,F976675
2023-07-31 00:00:00,P007,Buzo Deportivo,Indumentaria,C008,TodoDeporte,20,150.0,Neuquen,Online,F658429
2024-12-01 00:00:00,P005,Medias Tecnicas,Indumentaria,C004,Tiendas Centro,8,25.0,Tucuman,Mayorista,F426530
2023-01-14 00:00:00,P003,Short Entrenamiento,Indumentaria,C005,MegaSports,5,60.0,Salta,Mayorista,F861130
2023-05-31 00:00:00,P002,Remera Deportiva,Indumentaria,C003,Outlet Sur,19,45.0,Santa Fe,Tienda,F287068
2023-10-15 00:00:00,P008,Botines Futbol,Calzado,C006,UrbanFit,7,250.0,Cordoba,Mayorista,F429119
2025-07-11 00:00:00,P010,Guantes Invierno,Accesorios,C003,Outlet Sur,1,70.0,Santa Fe,Mayorista,F933011
2025-11-11 00:00:00,P007,Buzo Deportivo,Indumentaria,C007,Fitness Pro,16,150.0,Neuquen,Mayorista,F549763
2025-08-26 00:00:00,P003,Short Entrenamiento,Indumentaria,C006,UrbanFit,20,60.0,Tucuman,Mayorista,F757980
2024-03-23 00:00:00,P010,Guantes Invierno,Accesorios,C007,Fitness Pro,5,70.0,Buenos Aires,Tienda,F169451
2024-05-01 00:00:00,P010,Guantes Invierno,Accesorios,C003,Outlet Sur,14,70.0,Tucuman,Mayorista,F673682
2024-08-05 00:00:00,P006,Gorra Visera,Accesorios,C002,Indumentaria Norte,17,35.0,Santa Fe,Online,F389149
2023-11-18 00:00:00,P007,Buzo Deportivo,Indumentaria,C010,Running World,12,150.0,Buenos Aires,Online,F279883
2023-01-31 00:00:00,P009,Mochila Gym,Accesorios,C006,UrbanFit,10,180.0,Salta,Online,F475580
2024-08-02 00:00:00,P005,Medias Tecnicas,Indumentaria,C001,Deportes SA,10,25.0,Buenos Aires,Online,F428649
2024-08-03 00:00:00,P009,Mochila Gym,Accesorios,C009,ZonaActiva,19,180.0,Chaco,Tienda,F792396
2023-10-31 00:00:00,P006,Gorra Visera,Accesorios,C003,Outlet Sur,19,35.0,Chaco,Mayorista,F536666
2024-09-23 00:00:00,P002,Remera Deportiva,Indumentaria,C003,Outlet Sur,9,45.0,Salta,Mayorista,F861053
2023-10-18 00:00:00,P001,Zapatillas Running,Calzado,C009,ZonaActiva,9,120.5,Chaco,Mayorista,F251971
2024-06-30 00:00:00,P007,Buzo Deportivo,Indumentaria,C003,Outlet Sur,9,150.0,Buenos Aires,Mayorista,F947179
2023-07-25 00:00:00,P005,Medias Tecnicas,Indumentaria,C009,ZonaActiva,3,25.0,Salta,Mayorista,F601573
2023-09-25 00:00:00,P008,Botines Futbol,Calzado,C001,Deportes SA,10,250.0,Buenos Aires,Mayorista,F425547
2023-11-19 00:00:00,P004,Campera Rompeviento,Indumentaria,C004,Tiendas Centro,15,210.0,Salta,Tienda,F641223
2023-04-07 00:00:00,P006,Gorra Visera,Accesorios,C004,Tiendas Centro,20,35.0,Chaco,Tienda,F558022
2025-02-19 00:00:00,P009,Mochila Gym,Accesorios,C004,Tiendas Centro,6,180.0,Tucuman,Tienda,F821756
2024-03-14 00:00:00,P002,Remera Deportiva,Indumentaria,C007,Fitness Pro,14,45.0,Corrientes,Online,F365308
2023-12-04 00:00:00,P007,Buzo Deportivo,Indumentaria,C001,Deportes SA,6,150.0,Buenos Aires,Mayorista,F281530
2025-07-16 00:00:00,P002,Remera Deportiva,Indumentaria,C005,MegaSports,12,45.0,Cordoba,Mayorista,F275420
