Fecha,ID_Producto,Producto,ID_Cliente,Cliente,Cantidad,Precio_Unitario,Region,Canal,Factura_ID
2024-03-28,P002,Remera Deportiva,C004,Tiendas Centro,17,45.0,Salta,Tienda,F328555
2023-07-23,P002,Remera Deportiva,C001,Deportes SA,14,45.0,Córdoba,Tienda,F333526
2023-02-19,P005,Medias Técnicas,C009,ZonaActiva,19,25.0,Chaco,Tienda,F275776
2023-12-16,P010,Guantes Invierno,C007,Fitness Pro,18,70.0,Mendoza,Tienda,F409283
2025-02-19,P007,Buzo Deportivo,C002,Indumentaria Norte,14,150.0,Corrientes,Tienda,F641384
2023-09-16,P006,Gorra Visera,C009,ZonaActiva,7,35.0,Buenos Aires,Tienda,F326368
2025-12-12,P002,Remera Deportiva,C008,TodoDeporte,2,45.0,Córdoba,Tienda,F482289
2023-08-19,P002,Remera Deportiva,C010,Running World,18,45.0,Chaco,Tienda,F637168
2023-04-30,P010,Guantes Invierno,C010,Running World,2,70.0,Corrientes,Online,F999594
2023-06-22,P009,Mochila Gym,C010,Running World,7,180.0,Buenos Aires,Online,F751787
2023-02-14,P001,Zapatillas Running,C006,UrbanFit,6,120.5,Mendoza,Tienda,F106935
2024-05-12,P001,Zapatillas Running,C004,Tiendas Centro,4,120.5,Córdoba,Online,F223533
2023-09-25,P008,Botines Futbol,C010,Running World,1,250.0,Buenos Aires,Mayorista,F954091
2023-11-26,P010,Guantes Invierno,C002,Indumentaria Norte,8,70.0,Neuquén,Online,F538472
2024-08-12,P009,Mochila Gym,C009,ZonaActiva,8,180.0,Córdoba,Tienda,F560476
2025-05-22,P003,Short Entrenamiento,C004,Tiendas Centro,19,60.0,Entre Ríos,Mayorista,F355661
2025-05-17,P007,Buzo Deportivo,C004,Tiendas Centro,15,150.0,Neuquén,Mayorista,F145807
2024-02-09,P002,Remera Deportiva,C009,ZonaActiva,3,45.0,Santa Fe,Mayorista,F342240
2025-02-11,P010,Guantes Invierno,C005,MegaSports,3,70.0,Entre Ríos,Tienda,F755227
2024-06-08,P005,Medias Técnicas,C002,Indumentaria Norte,17,25.0,Salta,Online,F983800
2024-03-27,P005,Medias Técnicas,C009,ZonaActiva,17,25.0,Buenos Aires,Tienda,F766097
2025-03-17,P005,Medias Técnicas,C004,Tiendas Centro,14,25.0,Buenos Aires,Online,F581907
2024-12-24,P005,Medias Técnicas,C002,Indumentaria Norte,8,25.0,Santa Fe,Mayorista,F426724
2023-09-03,P002,Remera Deportiva,C001,Deportes SA,10,45.0,Santa Fe,Tienda,F778500
2025-08-15,P006,Gorra Visera,C001,Deportes SA,7,35.0,Corrientes,Tienda,F123477
2024-12-11,P008,Botines Futbol,C001,Deportes SA,14,250.0,Salta,Tienda,F485129
2025-04-14,P009,Mochila Gym,C006,UrbanFit,15,180.0,Neuquén,Online,F119220
2024-10-08,P010,Guantes Invierno,C009,ZonaActiva,3,70.0,Entre Ríos,Online,F486914
2025-08-13,P002,Remera Deportiva,C010,Running World,8,45.0,Salta,Online,F684242
2023-09-21,P007,Buzo Deportivo,C006,UrbanFit,12,150.0,Corrientes,Mayorista,F186773
2025-01-27,P004,Campera Rompeviento,C004,Tiendas Centro,1,210.0,Buenos Aires,Online,F112117
2024-12-08,P001,Zapatillas Running,C003,Outlet Sur,8,120.5,Corrientes,Mayorista,F345553
2025-02-09,P003,Short Entrenamiento,C010,Running World,19,60.0,Buenos Aires,Online,F978539
2025-12-14,P009,Mochila Gym,C002,Indumentaria Norte,16,180.0,Tucumán,Online,F858587
2023-04-03,P002,Remera Deportiva,C005,MegaSports,13,45.0,Corrientes,Tienda,F312985
2024-01-28,P003,Short Entrenamiento,C004,Tiendas Centro,9,60.0,Corrientes,Mayorista,F921949
2025-08-05,P007,Buzo Deportivo,C009,ZonaActiva,20,150.0,Neuquén,Tienda,F307198
2023-02-10,P002,Remera Deportiva,C009,ZonaActiva,9,45.0,Entre Ríos,Tienda,F687040
2024-01-15,P004,Campera Rompeviento,C010,Running World,19,210.0,Buenos Aires,Tienda,F866806
2025-12-04,P001,Zapatillas Running,C006,UrbanFit,15,120.5,Córdoba,Online,F620491
2023-10-16,P006,Gorra Visera,C001,Deportes SA,9,35.0,Neuquén,Mayorista,F810380
2025-04-02,P004,Campera Rompeviento,C005,MegaSports,9,210.0,Tucumán,Online,F805069
2024-07-12,P010,Guantes Invierno,C005,MegaSports,20,70.0,Chaco,Online,F686809
2024-07-13,P001,Zapatillas Running,C006,UrbanFit,4,120.5,Chaco,Online,F159543
2024-09-25,P008,Botines Futbol,C004,Tiendas Centro,19,250.0,Córdoba,Tienda,F282405
2023-03-28,P005,Medias Técnicas,C004,Tiendas Centro,11,25.0,Neuquén,Tienda,F638441
2025-11-28,P010,Guantes Invierno,C001,Deportes SA,5,70.0,Santa Fe,Mayorista,F707279
2023-03-04,P003,Short Entrenamiento,C010,Running World,19,60.0,Córdoba,Online,F443029
2025-02-05,P002,Remera Deportiva,C007,Fitness Pro,5,45.0,Entre Ríos,Mayorista,F480978
2023-06-03,P007,Buzo Deportivo,C006,UrbanFit,7,150.0,Tucumán,Online,F104554
2025-07-05,P005,Medias Técnicas,C001,Deportes SA,9,25.0,Salta,Tienda,F533822
2024-05-03,P001,Zapatillas Running,C007,Fitness Pro,14,120.5,Tucumán,Mayorista,F777301
2025-01-11,P004,Campera Rompeviento,C001,Deportes SA,18,210.0,Salta,Tienda,F477329
2025-01-06,P001,Zapatillas Running,C004,Tiendas Centro,2,120.5,Tucumán,Online,F835884
2024-09-01,P002,Remera Deportiva,C005,MegaSports,17,45.0,Buenos Aires,Tienda,F319973
2024-04-14,P007,Buzo Deportivo,C006,UrbanFit,17,150.0,Mendoza,Mayorista,F694927
2025-11-12,P010,Guantes Invierno,C010,Running World,7,70.0,Corrientes,Online,F951862
2023-04-10,P007,Buzo Deportivo,C001,Deportes SA,16,150.0,Chaco,Online,F564646
2023-08-11,P005,Medias Técnicas,C005,MegaSports,16,25.0,Chaco,Online,F806447
2025-01-18,P002,Remera Deportiva,C010,Running World,17,45.0,Mendoza,Online,F569942
2025-06-05,P008,Botines Futbol,C010,Running World,3,250.0,Mendoza,Mayorista,F527348
2023-03-28,P008,Botines Futbol,C007,Fitness Pro,9,250.0,Mendoza,Mayorista,F502121
2023-04-10,P006,Gorra Visera,C010,Running World,5,35.0,Tucumán,Tienda,F598014
2023-11-17,P010,Guantes Invierno,C004,Tiendas Centro,9,70.0,Tucumán,Tienda,F205767
2025-12-19,P003,Short Entrenamiento,C007,Fitness Pro,17,60.0,Chaco,Mayorista,F921838
2023-05-15,P010,Guantes Invierno,C007,Fitness Pro,14,70.0,Corrientes,Tienda,F802246
2023-06-26,P005,Medias Técnicas,C008,TodoDeporte,19,25.0,Mendoza,Tienda,F526279
2024-05-14,P003,Short Entrenamiento,C004,Tiendas Centro,20,60.0,Tucumán,Mayorista,F233836
2023-10-19,P002,Remera Deportiva,C006,UrbanFit,3,45.0,Mendoza,Tienda,F142662
2023-01-10,P001,Zapatillas Running,C004,Tiendas Centro,11,120.5,Entre Ríos,Mayorista,F383221
2025-01-20,P009,Mochila Gym,C001,Deportes SA,7,180.0,Córdoba,Online,F455193
2024-07-14,P004,Campera Rompeviento,C010,Running World,13,210.0,Chaco,Mayorista,F340919
2023-02-26,P003,Short Entrenamiento,C001,Deportes SA,3,60.0,Neuquén,Online,F592736
2023-03-02,P002,Remera Deportiva,C006,UrbanFit,8,45.0,Neuquén,Mayorista,F943860
2023-01-11,P003,Short Entrenamiento,C010,Running World,5,60.0,Santa Fe,Mayorista,F403825
2025-02-21,P001,Zapatillas Running,C007,Fitness Pro,14,120.5,Chaco,Mayorista,F291075
2025-07-11,P006,Gorra Visera,C009,ZonaActiva,20,35.0,Neuquén,Tienda,F305426
2025-06-10,P005,Medias Técnicas,C010,Running World,8,25.0,Entre Ríos,Online,F105398
2024-09-04,P004,Campera Rompeviento,C009,ZonaActiva,9,210.0,Entre Ríos,Mayorista,F623374
2024-04-02,P001,Zapatillas Running,C010,Running World,9,120.5,Santa Fe,Mayorista,F426331
2024-08-05,P006,Gorra Visera,C006,UrbanFit,6,35.0,Tucumán,Tienda,F291868
2025-11-07,P009,Mochila Gym,C001,Deportes SA,5,180.0,Buenos Aires,Tienda,F362065
2025-01-11,P002,Remera Deportiva,C010,Running World,20,45.0,Chaco,Online,F281118
2024-04-22,P002,Remera Deportiva,C001,Deportes SA,13,45.0,Corrientes,Mayorista,F789881
2024-07-17,P009,Mochila Gym,C010,Running World,15,180.0,Córdoba,Online,F980908
2025-05-16,P006,Gorra Visera,C003,Outlet Sur,11,35.0,Tucumán,Mayorista,F395063
2024-08-28,P007,Buzo Deportivo,C001,Deportes SA,7,150.0,Santa Fe,Online,F766691
2024-04-20,P004,Campera Rompeviento,C004,Tiendas Centro,14,210.0,Buenos Aires,Online,F261590
2023-01-04,P004,Campera Rompeviento,C003,Outlet Sur,2,210.0,Entre Ríos,Mayorista,F907855
2024-04-08,P008,Botines Futbol,C009,ZonaActiva,6,250.0,Santa Fe,Tienda,F242397
2025-03-11,P006,Gorra Visera,C009,ZonaActiva,17,35.0,Chaco,Tienda,F945839
2025-06-26,P001,Zapatillas Running,C005,MegaSports,8,120.5,Santa Fe,Mayorista,F272540
2024-05-05,P003,Short Entrenamiento,C003,Outlet Sur,4,60.0,Neuquén,Tienda,F979372
2025-09-22,P010,Guantes Invierno,C007,Fitness Pro,18,70.0,Corrientes,Mayorista,F972802
2024-12-13,P002,Remera Deportiva,C010,Running World,6,45.0,Entre Ríos,Online,F316847
2023-06-06,P001,Zapatillas Running,C002,Indumentaria Norte,1,120.5,Tucumán,Online,F106267
2025-02-22,P004,Campera Rompeviento,C002,Indumentaria Norte,17,210.0,Córdoba,Online,F248684
2024-03-19,P009,Mochila Gym,C006,UrbanFit,19,180.0,Entre Ríos,Tienda,F186126
2025-02-18,P001,Zapatillas Running,C005,MegaSports,7,120.5,Chaco,Online,F181640
2023-04-30,P002,Remera Deportiva,C006,UrbanFit,13,45.0,Entre Ríos,Tienda,F663992
2023-03-10,P006,Gorra Visera,C006,UrbanFit,18,35.0,Mendoza,Mayorista,F950879
2024-05-06,P010,Guantes Invierno,C005,MegaSports,13,70.0,Neuquén,Online,F157958
2024-04-15,P001,Zapatillas Running,C006,UrbanFit,8,120.5,Mendoza,Online,F266916
2023-02-26,P004,Campera Rompeviento,C009,ZonaActiva,9,210.0,Buenos Aires,Online,F933850
2023-10-17,P008,Botines Futbol,C008,TodoDeporte,1,250.0,Buenos Aires,Online,F404120
2023-05-17,P003,Short Entrenamiento,C010,Running World,3,60.0,Chaco,Mayorista,F712475
2024-12-03,P004,Campera Rompeviento,C010,Running World,17,210.0,Salta,Online,F283867
2025-11-29,P006,Gorra Visera,C009,ZonaActiva,12,35.0,Corrientes,Tienda,F810760
2025-07-20,P006,Gorra Visera,C002,Indumentaria Norte,5,35.0,Neuquén,Tienda,F790112
2025-11-03,P005,Medias Técnicas,C004,Tiendas Centro,18,25.0,Mendoza,Online,F618050
2024-11-09,P008,Botines Futbol,C002,Indumentaria Norte,2,250.0,Buenos Aires,Mayorista,F125006
2024-02-22,P003,Short Entrenamiento,C009,ZonaActiva,7,60.0,Chaco,Online,F158228
2024-03-01,P008,Botines Futbol,C010,Running World,20,250.0,Mendoza,Tienda,F447679
2023-02-26,P010,Guantes Invierno,C001,Deportes SA,10,70.0,Salta,Online,F691577
2024-11-26,P007,Buzo Deportivo,C006,UrbanFit,20,150.0,Corrientes,Tienda,F669256
2025-07-26,P010,Guantes Invierno,C004,Tiendas Centro,13,70.0,Mendoza,Mayorista,F781753
2024-06-07,P007,Buzo Deportivo,C007,Fitness Pro,1,150.0,Neuquén,Tienda,F839648
2024-06-09,P001,Zapatillas Running,C004,Tiendas Centro,14,120.5,Chaco,Mayorista,F389880
2024-05-09,P003,Short Entrenamiento,C006,UrbanFit,8,60.0,Córdoba,Online,F575223
2023-04-16,P003,Short Entrenamiento,C008,TodoDeporte,16,60.0,Chaco,Online,F903652
2023-04-07,P005,Medias Técnicas,C001,Deportes SA,11,25.0,Neuquén,Tienda,F865767
2024-12-24,P003,Short Entrenamiento,C005,MegaSports,3,60.0,Chaco,Tienda,F709783
2024-04-22,P002,Remera Deportiva,C004,Tiendas Centro,15,45.0,Buenos Aires,Tienda,F716048
2025-05-29,P001,Zapatillas Running,C002,Indumentaria Norte,14,120.5,Entre Ríos,Online,F386044
2024-07-11,P010,Guantes Invierno,C003,Outlet Sur,10,70.0,Córdoba,Tienda,F270753
2025-06-24,P008,Botines Futbol,C007,Fitness Pro,19,250.0,Entre Ríos,Online,F591104
2024-01-05,P004,Campera Rompeviento,C007,Fitness Pro,17,210.0,Buenos Aires,Tienda,F757931
2024-08-13,P007,Buzo Deportivo,C006,UrbanFit,17,150.0,Santa Fe,Online,F140998
2023-01-02,P009,Mochila Gym,C003,Outlet Sur,8,180.0,Santa Fe,Tienda,F101700
2023-09-15,P009,Mochila Gym,C007,Fitness Pro,15,180.0,Corrientes,Mayorista,F681662
2025-08-04,P003,Short Entrenamiento,C004,Tiendas Centro,10,60.0,Corrientes,Online,F897201
2025-05-14,P008,Botines Futbol,C005,MegaSports,20,250.0,Tucumán,Tienda,F930155
2023-05-09,P004,Campera Rompeviento,C003,Outlet Sur,19,210.0,Mendoza,Online,F196538
2025-06-22,P006,Gorra Visera,C002,Indumentaria Norte,9,35.0,Salta,Mayorista,F649077
2024-04-08,P009,Mochila Gym,C002,Indumentaria Norte,15,180.0,Salta,Mayorista,F409271
2024-04-15,P003,Short Entrenamiento,C006,UrbanFit,6,60.0,Salta,Mayorista,F816305
2025-02-28,P003,Short Entrenamiento,C005,MegaSports,9,60.0,Buenos Aires,Mayorista,F673424
2024-11-23,P006,Gorra Visera,C006,UrbanFit,16,35.0,Chaco,Mayorista,F417690
2024-06-17,P003,Short Entrenamiento,C002,Indumentaria Norte,14,60.0,Entre Ríos,Tienda,F492811
2025-04-22,P003,Short Entrenamiento,C006,UrbanFit,6,60.0,Tucumán,Tienda,F182846
2023-12-26,P005,Medias Técnicas,C007,Fitness Pro,10,25.0,Salta,Tienda,F311669
2024-04-12,P009,Mochila Gym,C009,ZonaActiva,5,180.0,Córdoba,Online,F965697
2025-03-23,P006,Gorra Visera,C007,Fitness Pro,10,35.0,Santa Fe,Online,F571699
2023-11-23,P008,Botines Futbol,C007,Fitness Pro,6,250.0,Córdoba,Mayorista,F643780
2025-09-16,P004,Campera Rompeviento,C001,Deportes SA,2,210.0,Tucumán,Tienda,F825730
2025-11-05,P010,Guantes Invierno,C005,MegaSports,13,70.0,Entre Ríos,Online,F879757
2025-04-11,P006,Gorra Visera,C003,Outlet Sur,4,35.0,Córdoba,Online,F377485
2025-05-25,P009,Mochila Gym,C002,Indumentaria Norte,7,180.0,Corrientes,Mayorista,F693189
2023-07-19,P007,Buzo Deportivo,C007,Fitness Pro,8,150.0,Mendoza,Tienda,F407940
2024-12-15,P003,Short Entrenamiento,C005,MegaSports,16,60.0,Mendoza,Mayorista,F220699
2024-07-06,P009,Mochila Gym,C007,Fitness Pro,17,180.0,Mendoza,Tienda,F670882
2025-07-18,P009,Mochila Gym,C006,UrbanFit,19,180.0,Chaco,Tienda,F606176
2024-10-21,P008,Botines Futbol,C004,Tiendas Centro,16,250.0,Neuquén,Tienda,F301195
2025-12-24,P004,Campera Rompeviento,C009,ZonaActiva,17,210.0,Santa Fe,Online,F412329
2024-01-05,P005,Medias Técnicas,C004,Tiendas Centro,10,25.0,Corrientes,Online,F747651
2025-12-22,P002,Remera Deportiva,C010,Running World,5,45.0,Chaco,Online,F631745
2024-10-14,P005,Medias Técnicas,C009,ZonaActiva,14,25.0,Buenos Aires,Mayorista,F901692
2023-08-18,P009,Mochila Gym,C010,Running World,6,180.0,Neuquén,Mayorista,F887420
2023-12-02,P003,Short Entrenamiento,C001,Deportes SA,7,60.0,Entre Ríos,Tienda,F869878
2025-12-17,P009,Mochila Gym,C010,Running World,12,180.0,Chaco,Online,F788728
2025-05-21,P003,Short Entrenamiento,C003,Outlet Sur,15,60.0,Entre Ríos,Mayorista,F432262
2023-02-06,P009,Mochila Gym,C003,Outlet Sur,12,180.0,Corrientes,Mayorista,F504793
2025-06-17,P004,Campera Rompeviento,C009,ZonaActiva,1,210.0,Córdoba,Online,F800031
2024-12-27,P003,Short Entrenamiento,C009,ZonaActiva,18,60.0,Neuquén,Online,F590502
2025-01-14,P008,Botines Futbol,C007,Fitness Pro,20,250.0,Chaco,Tienda,F202609
2025-02-24,P008,Botines Futbol,C002,Indumentaria Norte,9,250.0,Córdoba,Online,F193581
2024-06-27,P010,Guantes Invierno,C005,MegaSports,18,70.0,Tucumán,Tienda,F342006
2024-09-16,P010,Guantes Invierno,C001,Deportes SA,9,70.0,Santa Fe,Mayorista,F228737
2023-07-30,P008,Botines Futbol,C001,Deportes SA,15,250.0,Tucumán,Mayorista,F253490
2025-10-28,P004,Campera Rompeviento,C007,Fitness Pro,10,210.0,Córdoba,Online,F549001
2023-07-31,P009,Mochila Gym,C004,Tiendas Centro,13,180.0,Buenos Aires,Mayorista,F475771
2025-06-08,P003,Short Entrenamiento,C004,Tiendas Centro,18,60.0,Tucumán,Online,F804056
2025-08-13,P005,Medias Técnicas,C007,Fitness Pro,13,25.0,Córdoba,Mayorista,F363726
2024-10-21,P008,Botines Futbol,C002,Indumentaria Norte,5,250.0,Neuquén,Tienda,F751028
2024-05-22,P002,Remera Deportiva,C007,Fitness Pro,9,45.0,Santa Fe,Online,F196676
2025-07-09,P003,Short Entrenamiento,C008,TodoDeporte,11,60.0,Entre Ríos,Mayorista,F955434
2025-08-22,P009,Mochila Gym,C001,Deportes SA,4,180.0,Chaco,Online,F366624
2024-03-27,P006,Gorra Visera,C008,TodoDeporte,2,35.0,Buenos Aires,Online,F346592
2024-10-12,P010,Guantes Invierno,C008,TodoDeporte,18,70.0,Salta,Mayorista,F156645
2025-12-21,P003,Short Entrenamiento,C006,UrbanFit,9,60.0,Neuquén,Mayorista,F665705
2024-11-29,P008,Botines Futbol,C001,Deportes SA,16,250.0,Córdoba,Tienda,F603922
2025-07-27,P006,Gorra Visera,C003,Outlet Sur,16,35.0,Mendoza,Online,F177118
2024-12-02,P001,Zapatillas Running,C008,TodoDeporte,19,120.5,Entre Ríos,Tienda,F182097
2023-07-18,P004,Campera Rompeviento,C003,Outlet Sur,19,210.0,Córdoba,Online,F681963
2025-11-01,P002,Remera Deportiva,C006,UrbanFit,15,45.0,Neuquén,Online,F333160
2023-11-10,P010,Guantes Invierno,C001,Deportes SA,19,70.0,Neuquén,Online,F650902
2025-10-24,P010,Guantes Invierno,C003,Outlet Sur,15,70.0,Corrientes,Tienda,F704057
2023-12-18,P010,Guantes Invierno,C008,TodoDeporte,5,70.0,Chaco,Online,F162947
2023-04-29,P005,Medias Técnicas,C002,Indumentaria Norte,11,25.0,Mendoza,Mayorista,F788360
2024-11-18,P009,Mochila Gym,C002,Indumentaria Norte,15,180.0,Córdoba,Online,F381679
2023-09-13,P006,Gorra Visera,C005,MegaSports,15,35.0,Entre Ríos,Mayorista,F887574
2023-04-19,P009,Mochila Gym,C003,Outlet Sur,1,180.0,Buenos Aires,Mayorista,F903165
2024-09-13,P001,Zapatillas Running,C006,UrbanFit,20,120.5,Tucumán,Online,F304444
2025-07-28,P007,Buzo Deportivo,C005,MegaSports,5,150.0,Chaco,Mayorista,F936482
2023-06-21,P001,Zapatillas Running,C003,Outlet Sur,11,120.5,Tucumán,Tienda,F940332
2025-06-08,P008,Botines Futbol,C003,Outlet Sur,7,250.0,Tucumán,Online,F362049
2025-05-13,P005,Medias Técnicas,C001,Deportes SA,14,25.0,Buenos Aires,Tienda,F939768
2023-11-13,P006,Gorra Visera,C005,MegaSports,17,35.0,Córdoba,Online,F350618
2023-06-05,P005,Medias Técnicas,C007,Fitness Pro,10,25.0,Mendoza,Mayorista,F334203
2024-08-06,P001,Zapatillas Running,C009,ZonaActiva,18,120.5,Córdoba,Online,F981319
2024-02-19,P003,Short Entrenamiento,C009,ZonaActiva,13,60.0,Corrientes,Online,F448386
2025-10-16,P001,Zapatillas Running,C001,Deportes SA,14,120.5,Corrientes,Tienda,F668571
2023-03-07,P001,Zapatillas Running,C002,Indumentaria Norte,15,120.5,Salta,Tienda,F354130
2025-08-23,P005,Medias Técnicas,C007,Fitness Pro,20,25.0,Entre Ríos,Mayorista,F208707
2023-11-29,P004,Campera Rompeviento,C002,Indumentaria Norte,15,210.0,Corrientes,Mayorista,F906447
2024-05-10,P002,Remera Deportiva,C004,Tiendas Centro,7,45.0,Tucumán,Tienda,F430419
2025-01-07,P003,Short Entrenamiento,C007,Fitness Pro,3,60.0,Entre Ríos,Tienda,F646870
2023-11-30,P008,Botines Futbol,C005,MegaSports,15,250.0,Corrientes,Online,F724899
2023-07-19,P005,Medias Técnicas,C001,Deportes SA,18,25.0,Buenos Aires,Mayorista,F326523
2023-01-23,P003,Short Entrenamiento,C008,TodoDeporte,19,60.0,Buenos Aires,Online,F662389
2024-12-10,P001,Zapatillas Running,C007,Fitness Pro,7,120.5,Tucumán,Mayorista,F181107
2024-01-14,P004,Campera Rompeviento,C002,Indumentaria Norte,19,210.0,Santa Fe,Mayorista,F110514
2023-10-18,P010,Guantes Invierno,C008,TodoDeporte,12,70.0,Entre Ríos,Online,F969614
2025-03-12,P006,Gorra Visera,C007,Fitness Pro,7,35.0,Corrientes,Tienda,F670911
2025-04-30,P010,Guantes Invierno,C004,Tiendas Centro,16,70.0,Chaco,Online,F355262
2025-02-24,P008,Botines Futbol,C004,Tiendas Centro,6,250.0,Tucumán,Mayorista,F873960
2025-11-11,P002,Remera Deportiva,C004,Tiendas Centro,12,45.0,Entre Ríos,Tienda,F261684
2025-01-08,P002,Remera Deportiva,C008,TodoDeporte,6,45.0,Tucumán,Tienda,F702509
2025-01-30,P008,Botines Futbol,C009,ZonaActiva,8,250.0,Chaco,Online,F611128
2025-03-23,P006,Gorra Visera,C001,Deportes SA,5,35.0,Buenos Aires,Online,F893258
2023-04-24,P001,Zapatillas Running,C003,Outlet Sur,17,120.5,Salta,Online,F256376
2024-08-21,P009,Mochila Gym,C009,ZonaActiva,8,180.0,Neuquén,Tienda,F772392
2024-01-05,P006,Gorra Visera,C001,Deportes SA,2,35.0,Buenos Aires,Tienda,F799567
2025-07-26,P002,Remera Deportiva,C001,Deportes SA,4,45.0,Chaco,Mayorista,F126606
2025-09-14,P006,Gorra Visera,C006,UrbanFit,8,35.0,Chaco,Online,F372968
2025-12-05,P002,Remera Deportiva,C002,Indumentaria Norte,12,45.0,Neuquén,Tienda,F708683
2023-10-21,P005,Medias Técnicas,C007,Fitness Pro,12,25.0,Mendoza,Online,F642572
2024-02-22,P002,Remera Deportiva,C007,Fitness Pro,15,45.0,Buenos Aires,Tienda,F997978
2023-05-07,P009,Mochila Gym,C005,MegaSports,2,180.0,Buenos Aires,Tienda,F924985
2023-06-06,P001,Zapatillas Running,C004,Tiendas Centro,7,120.5,Salta,Online,F837634
2025-01-02,P007,Buzo Deportivo,C003,Outlet Sur,11,150.0,Santa Fe,Tienda,F573544
2025-11-29,P009,Mochila Gym,C004,Tiendas Centro,2,180.0,Neuquén,Tienda,F705543
2025-09-17,P008,Botines Futbol,C005,MegaSports,7,250.0,Córdoba,Tienda,F527869
2025-10-04,P004,Campera Rompeviento,C003,Outlet Sur,12,210.0,Tucumán,Online,F256674
2025-03-15,P006,Gorra Visera,C002,Indumentaria Norte,12,35.0,Entre Ríos,Tienda,F637957
2025-07-02,P003,Short Entrenamiento,C007,Fitness Pro,20,60.0,Tucumán,Online,F576359
2024-07-26,P005,Medias Técnicas,C003,Outlet Sur,19,25.0,Santa Fe,Online,F751082
2024-05-01,P010,Guantes Invierno,C003,Outlet Sur,19,70.0,Mendoza,Tienda,F861310
2025-02-12,P007,Buzo Deportivo,C003,Outlet Sur,19,150.0,Corrientes,Mayorista,F410975
2024-07-22,P003,Short Entrenamiento,C008,TodoDeporte,19,60.0,Mendoza,Tienda,F478694
2023-10-26,P010,Guantes Invierno,C002,Indumentaria Norte,11,70.0,Corrientes,Online,F131540
2023-09-26,P009,Mochila Gym,C004,Tiendas Centro,7,180.0,Córdoba,Online,F446271
2024-05-18,P010,Guantes Invierno,C010,Running World,13,70.0,Mendoza,Online,F231996
2023-03-30,P002,Remera Deportiva,C006,UrbanFit,4,45.0,Santa Fe,Mayorista,F548222
2023-12-24,P001,Zapatillas Running,C004,Tiendas Centro,13,120.5,Neuquén,Online,F189514
2023-07-31,P003,Short Entrenamiento,C001,Deportes SA,3,60.0,Córdoba,Online,F477693
2025-09-27,P002,Remera Deportiva,C006,UrbanFit,12,45.0,Córdoba,Tienda,F847575
2023-06-09,P004,Campera Rompeviento,C005,MegaSports,4,210.0,Tucumán,Tienda,F536777
2023-10-11,P007,Buzo Deportivo,C009,ZonaActiva,5,150.0,Córdoba,Online,F182376
2025-06-07,P006,Gorra Visera,C006,UrbanFit,20,35.0,Mendoza,Tienda,F623570
2025-02-23,P006,Gorra Visera,C002,Indumentaria Norte,14,35.0,Santa Fe,Online,F835062
2024-07-20,P004,Campera Rompeviento,C005,MegaSports,19,210.0,Corrientes,Online,F856125
2023-05-03,P010,Guantes Invierno,C007,Fitness Pro,9,70.0,Neuquén,Tienda,F788764
2024-11-08,P001,Zapatillas Running,C010,Running World,13,120.5,Corrientes,Online,F926105
2023-03-31,P004,Campera Rompeviento,C004,Tiendas Centro,15,210.0,Tucumán,Mayorista,F459990
2023-02-28,P005,Medias Técnicas,C001,Deportes SA,6,25.0,Entre Ríos,Tienda,F506824
2025-03-27,P004,Campera Rompeviento,C008,TodoDeporte,15,210.0,Chaco,Online,F205300
2023-09-15,P010,Guantes Invierno,C006,UrbanFit,20,70.0,Tucumán,Mayorista,F234314
2024-09-06,P004,Campera Rompeviento,C004,Tiendas Centro,8,210.0,Tucumán,Tienda,F414640
2024-09-07,P008,Botines Futbol,C006,UrbanFit,12,250.0,Corrientes,Online,F273207
2025-11-23,P009,Mochila Gym,C004,Tiendas Centro,14,180.0,Chaco,Tienda,F888272
2024-05-06,P004,Campera Rompeviento,C002,Indumentaria Norte,8,210.0,Santa Fe,Mayorista,F308456
2025-08-17,P006,Gorra Visera,C010,Running World,10,35.0,Chaco,Mayorista,F695252
2024-03-03,P009,Mochila Gym,C001,Deportes SA,14,180.0,Tucumán,Mayorista,F674634
2024-05-30,P008,Botines Futbol,C004,Tiendas Centro,15,250.0,Tucumán,Tienda,F526554
2025-11-18,P010,Guantes Invierno,C008,TodoDeporte,16,70.0,Entre Ríos,Tienda,F728137
2023-04-28,P002,Remera Deportiva,C002,Indumentaria Norte,2,45.0,Buenos Aires,Online,F994763
2024-08-01,P002,Remera Deportiva,C009,ZonaActiva,11,45.0,Entre Ríos,Tienda,F419456
2025-06-27,P004,Campera Rompeviento,C009,ZonaActiva,18,210.0,Salta,Tienda,F743081
2024-04-10,P005,Medias Técnicas,C002,Indumentaria Norte,20,25.0,Salta,Tienda,F863599
2023-12-27,P003,Short Entrenamiento,C009,ZonaActiva,7,60.0,Chaco,Tienda,F956323
2024-08-26,P006,Gorra Visera,C006,UrbanFit,20,35.0,Santa Fe,Online,F103882
2025-09-28,P003,Short Entrenamiento,C010,Running World,12,60.0,Entre Ríos,Online,F873561
2025-12-27,P008,Botines Futbol,C005,MegaSports,17,250.0,Santa Fe,Mayorista,F990896
2025-01-16,P005,Medias Técnicas,C010,Running World,17,25.0,Neuquén,Mayorista,F784333
2023-01-25,P001,Zapatillas Running,C007,Fitness Pro,1,120.5,Entre Ríos,Online,F857159
2023-08-13,P002,Remera Deportiva,C008,TodoDeporte,8,45.0,Santa Fe,Online,F769589
